school_id,school_name,country,admin1,admin2,lat,lon,urban_rural,sector,enrollment,altitude_m
276,ESCUELA BASICA TALABRE,CL,ANTOF,SAN PEDRO DE ATACAMA,-23.32527542,-67.83605957,Rural,,12,
277,ESCUELA BASICA SAN BARTOLOME,CL,ANTOF,SAN PEDRO DE ATACAMA,-22.90843,-68.197983,Rural,,37,
279,LICEO INDUSTRIAL EULOGIO GORDO MONEO,CL,ANTOF,ANTOFAGASTA,-23.61371,-70.38282,Urbano,Publico,2060,
280,LICEO COMERCIAL JERARDO MUNOZ CAMPOS,CL,ANTOF,ANTOFAGASTA,-23.6527,-70.399529,Urbano,Publico,1681,
282,LICEO A. RENDIC I. ANEXO C. REHABILIT. SOCIAL,CL,ANTOF,ANTOFAGASTA,-23.65327454,-70.39200592,Urbano,Publico,13,
283,LICEO TECNICO ANTOFAGASTA,CL,ANTOF,ANTOFAGASTA,-23.650841,-70.401947,Urbano,Publico,1229,
284,LICEO DE HOMBRES DE ANTOFAGASTA MARIO BAHAMONDE SILVA,CL,ANTOF,ANTOFAGASTA,-23.653629,-70.398857,Urbano,Publico,1204,
285,LICEO BICENTENARIO MARTA NAREA DIAZ,CL,ANTOF,ANTOFAGASTA,-23.650129,-70.401154,Urbano,Publico,1163,
286,LICEO LA PORTADA,CL,ANTOF,ANTOFAGASTA,-23.60877,-70.381821,Urbano,Publico,923,
287,LICEO DOMINGO HERRERA RIVERA,CL,ANTOF,ANTOFAGASTA,-23.63081,-70.38768,Urbano,Publico,1024,
288,ESCUELA JAPON,CL,ANTOF,ANTOFAGASTA,-23.62619,-70.379997,Urbano,Publico,881,
289,ESCUELA ESPANA,CL,ANTOF,ANTOFAGASTA,-23.619909,-70.378067,Urbano,Publico,697,
291,ESCUELA PADRE GUSTAVO LE PAIGE DE WALQUE,CL,ANTOF,ANTOFAGASTA,-23.618601,-70.382301,Urbano,Publico,1060,
292,ESCUELA REPUBLICA DE ITALIA,CL,ANTOF,ANTOFAGASTA,-23.62779,-70.385933,Urbano,Publico,814,
293,ESCUELA JOSE PAPIC RADNIC,CL,ANTOF,ANTOFAGASTA,-23.5959,-70.381264,Urbano,Publico,1225,
